farmer_id,application_year,district,land_area_acres,crop_type,pm_kisan_status,historical_repayment_score,irrigation_type,land_ownership,soil_type,sales_channel,annual_income_inr,liability_ratio_pct,rainfall_deviation_pct,ndvi_score,defaulted_in_next_12_months,target_entitlement_score
F02711,2023,Cuttack,0.41,Cotton,Yes,95.73,Irrigated,Owned,Red,APMC,551143.43,32.86,-22.63,0.57,0,815.64
F02712,2023,Balasore,12.0,Sugarcane,Yes,69.02,Irrigated,Owned,Clay Loam,Local Trader,478918.4,29.37,-19.35,0.453,0,849.37
F02713,2024,Balasore,6.98,Cotton,Yes,74.8,Rainfed,Owned,Laterite,FPO,649116.08,33.19,-17.22,0.633,0,837.97
F02714,2023,Cuttack,12.7,Sugarcane,Yes,51.29,Irrigated,Tenant,Laterite,FPO,618887.09,6.73,-6.73,0.739,0,805.2
F02715,2023,Ganjam,6.32,Rice,No,27.97,Rainfed,Owned,Clay Loam,FPO,565317.78,23.5,44.77,0.653,0,673.76
F02716,2022,Bhadrak,8.57,Maize,Yes,58.63,Irrigated,Tenant,Clay Loam,Contract Buyer,434284.96,33.39,-13.35,0.318,0,825.7
F02717,2022,Puri,16.42,Sugarcane,Yes,40.83,Irrigated,Tenant,Alluvial,APMC,177130.82,1.6,-6.72,0.739,0,784.89
F02718,2024,Puri,4.72,Maize,Yes,83.1,Irrigated,Owned,Black,Contract Buyer,140646.09,6.31,-12.72,0.595,0,865.58
F02719,2023,Balasore,11.86,Rice,Yes,60.28,Rainfed,Tenant,Clay Loam,Contract Buyer,312386.8,1.72,5.4,0.708,0,892.76
F02720,2023,Puri,14.34,Rice,No,82.33,Irrigated,Tenant,Sandy Loam,Local Trader,96096.53,11.59,7.59,0.602,0,838.81
F02721,2022,Mayurbhanj,12.54,Millets,No,94.8,Rainfed,Tenant,Black,APMC,115018.24,35.58,32.08,0.68,0,869.94
F02722,2024,Mayurbhanj,17.64,Cotton,Yes,40.16,Irrigated,Owned,Alluvial,APMC,152694.92,37.51,-11.02,0.636,0,813.34
F02723,2023,Ganjam,9.6,Cotton,Yes,19.55,Rainfed,Owned,Clay Loam,APMC,196155.68,1.05,-21.39,0.498,1,306.81
F02724,2022,Balasore,15.46,Soybean,Yes,68.48,Irrigated,Owned,Sandy Loam,FPO,308213.92,1.51,-0.34,0.589,0,890.56
F02725,2023,Puri,13.89,Maize,Yes,82.39,Irrigated,Owned,Sandy Loam,APMC,196394.28,41.92,40.26,0.694,0,928.55
F02726,2024,Bhadrak,5.43,Sugarcane,No,33.99,Rainfed,Tenant,Black,Contract Buyer,274109.84,32.24,-2.76,0.377,0,637.18
F02727,2024,Bhadrak,3.98,Soybean,Yes,66.9,Rainfed,Owned,Alluvial,FPO,228560.54,10.74,-18.36,0.327,0,825.65
F02728,2024,Ganjam,16.88,Rice,No,100,Irrigated,Owned,Clay Loam,FPO,85942.66,2.75,-35.42,0.624,0,896.23
F02729,2024,Bhadrak,5.48,Millets,Yes,72.28,Irrigated,Owned,Sandy Loam,APMC,531094.58,34.58,22.79,0.635,0,870.92
F02730,2024,Bhadrak,10.55,Soybean,No,59.83,Rainfed,Owned,Laterite,Local Trader,381144.53,0.07,-14.49,0.469,0,772.41
F02731,2022,Mayurbhanj,1.03,Millets,No,36.61,Irrigated,Owned,Black,Local Trader,390715.1,13.8,-15.76,0.697,0,646.44
F02732,2022,Mayurbhanj,2.37,Sugarcane,No,84.46,Irrigated,Owned,Black,APMC,445447.78,25.49,17.96,0.63,0,696.06
F02733,2024,Balasore,16.82,Sugarcane,Yes,88.27,Rainfed,Tenant,Sandy Loam,Contract Buyer,238464.32,9.45,7.33,0.571,1,474.74
F02734,2024,Bhadrak,7.87,Cotton,Yes,88.53,Irrigated,Owned,Red,FPO,122646.42,22.09,30.97,0.498,0,885.82
F02735,2022,Ganjam,1.19,Wheat,No,76.1,Rainfed,Owned,Alluvial,APMC,385761.31,6.76,26.43,0.65,0,730.73
F02736,2023,Cuttack,11.65,Soybean,Yes,100,Rainfed,Owned,Black,Contract Buyer,289818.03,35.52,-1.12,0.62,0,960.49
F02737,2023,Puri,10.06,Soybean,No,74.56,Rainfed,Owned,Clay Loam,APMC,520254.91,11.07,1.12,0.633,0,791.28
F02738,2024,Balasore,5.65,Rice,Yes,58.74,Rainfed,Owned,Clay Loam,Local Trader,607464.53,21.79,23.92,0.627,0,838.13
F02739,2024,Cuttack,3.83,Sugarcane,No,64.04,Rainfed,Tenant,Red,FPO,370878.19,28.5,-4.45,0.693,0,676.03
F02740,2022,Cuttack,11.77,Maize,No,60.29,Irrigated,Owned,Clay Loam,Contract Buyer,509305.93,1.17,7.99,0.455,0,778.31
F02741,2023,Cuttack,15.35,Rice,No,61.72,Irrigated,Owned,Clay Loam,Contract Buyer,459908.92,5.3,-22.77,0.466,0,801.3
F02742,2023,Bhadrak,9.03,Maize,No,61.69,Rainfed,Owned,Black,APMC,618662.94,3.38,16.13,0.534,0,768.43
F02743,2024,Bhadrak,13.7,Soybean,Yes,61.18,Rainfed,Owned,Clay Loam,APMC,103883.36,3.15,14.99,0.414,0,883.49
F02744,2022,Mayurbhanj,2.53,Millets,No,70.29,Irrigated,Tenant,Alluvial,APMC,138910.41,32.05,8.96,0.539,0,740.88
F02745,2024,Ganjam,4.54,Maize,Yes,74.4,Irrigated,Owned,Black,Contract Buyer,84021.14,5.85,-6.85,0.449,0,854.39
F02746,2023,Mayurbhanj,10.69,Soybean,Yes,52.19,Rainfed,Owned,Black,APMC,335177.7,36.45,-8.08,0.498,0,841.53
F02747,2023,Bhadrak,15.76,Sugarcane,Yes,35.64,Rainfed,Owned,Red,Contract Buyer,607068.4,33.88,-4.1,0.503,0,785.45
F02748,2023,Mayurbhanj,12.32,Sugarcane,Yes,52.81,Irrigated,Owned,Clay Loam,APMC,641024.68,2.52,-19.59,0.598,1,390.4
F02749,2023,Mayurbhanj,6.94,Maize,Yes,25.88,Irrigated,Tenant,Clay Loam,APMC,289764.82,13.89,19.38,0.447,0,755.29
F02750,2023,Puri,11.63,Maize,Yes,82.23,Rainfed,Owned,Alluvial,Local Trader,524231.32,36.07,-9.17,0.55,0,914.02
F02751,2024,Mayurbhanj,7.52,Maize,Yes,64.96,Irrigated,Tenant,Red,Contract Buyer,637817.58,11.65,23.96,0.454,0,856.98
F02752,2024,Ganjam,8.3,Millets,Yes,53.98,Irrigated,Owned,Alluvial,Local Trader,562969.93,25.71,5.74,0.468,0,863.96
F02753,2022,Cuttack,2.3,Wheat,No,48.54,Irrigated,Owned,Alluvial,Local Trader,228411.52,7.38,7.14,0.534,0,680.11
F02754,2022,Cuttack,1.41,Rice,No,47.27,Irrigated,Owned,Sandy Loam,Contract Buyer,538057.15,22.91,-10.35,0.549,0,667.21
F02755,2022,Puri,7.01,Millets,No,81.83,Irrigated,Tenant,Laterite,FPO,184486.82,41.34,-21.72,0.396,0,805.72
F02756,2024,Mayurbhanj,10.39,Rice,No,52.65,Irrigated,Owned,Alluvial,APMC,608325.73,19.62,-17.07,0.686,0,772.89
F02757,2023,Ganjam,10.9,Wheat,Yes,73.44,Irrigated,Owned,Red,APMC,215459.87,18.97,-15.99,0.667,0,910.97
F02758,2022,Balasore,13.52,Soybean,Yes,32.26,Irrigated,Owned,Alluvial,FPO,639040.04,18.15,1.25,0.479,0,803.83
F02759,2022,Bhadrak,3.47,Wheat,Yes,100,Rainfed,Owned,Black,FPO,257473.8,16.86,-29.5,0.559,0,887.96
F02760,2024,Cuttack,7.06,Millets,No,72.15,Irrigated,Owned,Black,Local Trader,597360.67,1.19,-16.3,0.734,0,801.27
F02761,2024,Balasore,1.13,Maize,Yes,26.73,Irrigated,Owned,Sandy Loam,APMC,443644.3,16.41,-15.05,0.51,0,713.25
F02762,2023,Cuttack,16.64,Sugarcane,No,59.97,Irrigated,Owned,Alluvial,Contract Buyer,105343.34,9.02,4.85,0.466,0,739.44
F02763,2023,Puri,2.57,Maize,Yes,34.07,Rainfed,Owned,Sandy Loam,Contract Buyer,156432.04,2.79,9.84,0.451,0,737.43
F02764,2022,Cuttack,2.6,Maize,Yes,66.03,Rainfed,Owned,Black,FPO,133168.69,27.32,6.93,0.83,0,804.72
F02765,2024,Cuttack,2.35,Soybean,Yes,72.14,Rainfed,Tenant,Alluvial,Local Trader,262149.96,34.71,8.9,0.658,0,819.94
F02766,2023,Ganjam,6.34,Cotton,Yes,74.08,Rainfed,Tenant,Black,FPO,88435.14,31.52,2.26,0.752,0,838.41
F02767,2022,Mayurbhanj,13.3,Maize,Yes,58.88,Irrigated,Owned,Laterite,Contract Buyer,525937.34,19.89,12.76,0.489,0,876.01
F02768,2022,Ganjam,14.21,Maize,Yes,47.98,Rainfed,Owned,Sandy Loam,APMC,460703.61,8.39,-4.2,0.619,0,840.55
F02769,2022,Bhadrak,3.86,Cotton,No,58.27,Irrigated,Owned,Red,Contract Buyer,467799.07,19.25,-5.93,0.859,0,675.8
F02770,2022,Bhadrak,1.44,Wheat,Yes,39.91,Rainfed,Owned,Red,Local Trader,320013.17,29.37,-4.86,0.56,0,741.6
F02771,2022,Balasore,4.53,Soybean,Yes,21.06,Rainfed,Owned,Alluvial,Contract Buyer,362638.27,40.79,12.05,0.601,0,721.1
F02772,2022,Puri,9.43,Maize,Yes,73.11,Rainfed,Owned,Laterite,FPO,265661.05,5.6,40.1,0.51,0,869.58
F02773,2023,Balasore,11.93,Rice,No,41.03,Irrigated,Tenant,Laterite,APMC,316065.56,33.21,8.95,0.496,0,748.9
F02774,2023,Puri,11.68,Sugarcane,Yes,100,Irrigated,Tenant,Alluvial,Local Trader,503724.22,13.29,-22.32,0.773,0,918.24
F02775,2024,Puri,12.18,Soybean,Yes,32.64,Rainfed,Tenant,Laterite,Local Trader,439562.43,0.29,-21.72,0.56,0,818.7
F02776,2022,Puri,3.95,Wheat,No,57.24,Irrigated,Tenant,Alluvial,Local Trader,93669.32,5.7,25.64,0.407,0,712.37
F02777,2023,Mayurbhanj,12.61,Soybean,Yes,84.85,Rainfed,Owned,Laterite,APMC,633217.4,40.11,-9.19,0.606,0,928.41
F02778,2023,Ganjam,4.18,Sugarcane,Yes,61.75,Rainfed,Tenant,Sandy Loam,Contract Buyer,181846.47,8.14,19.91,0.551,0,760.52
F02779,2022,Balasore,4.86,Rice,No,58.94,Irrigated,Tenant,Red,Local Trader,577350.34,15.67,-19.3,0.43,0,724.21
F02780,2022,Mayurbhanj,7.37,Millets,Yes,58.95,Irrigated,Tenant,Red,Local Trader,220642.78,32.01,6.25,0.456,0,850.71
F02781,2024,Cuttack,2.48,Millets,Yes,50.33,Irrigated,Owned,Laterite,Contract Buyer,619108.9,35.93,-11.45,0.581,0,802.65
F02782,2024,Ganjam,5.11,Millets,Yes,68.84,Rainfed,Owned,Red,APMC,352329.44,9.36,0.04,0.567,0,857.0
F02783,2022,Mayurbhanj,1.1,Millets,Yes,55.18,Rainfed,Owned,Clay Loam,APMC,98332.55,25.55,-2.08,0.486,1,349.95
F02784,2023,Puri,16.72,Maize,Yes,60.47,Rainfed,Owned,Black,FPO,238594.33,12.31,18.69,0.747,0,876.94
F02785,2023,Balasore,11.77,Wheat,Yes,32.48,Rainfed,Owned,Red,Contract Buyer,285566.88,20.43,-3.48,0.481,0,833.28
F02786,2024,Bhadrak,17.34,Sugarcane,Yes,48.38,Rainfed,Tenant,Sandy Loam,Contract Buyer,393203.75,3.04,52.5,0.434,1,394.24
F02787,2023,Bhadrak,6.15,Cotton,Yes,64.9,Irrigated,Owned,Laterite,Contract Buyer,596541.57,3.41,9.79,0.416,0,807.91
F02788,2023,Cuttack,2.46,Millets,Yes,67.95,Irrigated,Owned,Laterite,FPO,197610.58,29.28,-10.08,0.556,0,822.29
F02789,2022,Cuttack,1.01,Sugarcane,Yes,38.93,Rainfed,Owned,Clay Loam,APMC,109160.1,29.51,18.56,0.57,1,244.38
F02790,2023,Bhadrak,7.81,Rice,Yes,60.69,Rainfed,Tenant,Red,Local Trader,618664.86,1.63,11.44,0.498,0,858.01
F02791,2023,Mayurbhanj,10.91,Millets,Yes,53.41,Rainfed,Owned,Laterite,APMC,239532.57,35.57,-0.97,0.757,0,873.13
F02792,2022,Cuttack,6.99,Rice,Yes,69.47,Rainfed,Tenant,Black,Local Trader,245716.56,1.31,6.6,0.527,0,862.21
F02793,2022,Ganjam,4.63,Soybean,No,75.38,Rainfed,Owned,Laterite,Local Trader,108584.36,2.89,-0.28,0.471,0,743.22
F02794,2023,Mayurbhanj,16.2,Rice,No,34.56,Irrigated,Owned,Laterite,Contract Buyer,540094.12,12.45,-3.68,0.482,0,741.02
F02795,2022,Balasore,9.18,Maize,No,65.45,Rainfed,Owned,Red,FPO,391344.67,29.41,-38.76,0.682,0,771.25
F02796,2023,Mayurbhanj,15.68,Sugarcane,Yes,81.63,Irrigated,Owned,Laterite,Local Trader,542109.4,0.95,23.55,0.544,0,886.95
F02797,2023,Ganjam,6.43,Rice,No,60.37,Rainfed,Owned,Laterite,Local Trader,505307.34,23.98,33.28,0.431,0,741.94
F02798,2022,Bhadrak,14.63,Sugarcane,No,84.64,Rainfed,Tenant,Black,FPO,461251.33,6.12,-3.5,0.668,1,363.76
F02799,2023,Ganjam,2.2,Cotton,Yes,50.27,Rainfed,Tenant,Alluvial,Local Trader,180145.54,23.63,8.07,0.549,0,742.91
F02800,2022,Balasore,9.5,Sugarcane,No,78.7,Rainfed,Owned,Black,Local Trader,363425.78,41.69,6.61,0.561,0,752.27
F02801,2023,Balasore,15.46,Millets,Yes,51.41,Irrigated,Owned,Sandy Loam,APMC,561294.55,9.34,23.09,0.659,0,885.04
F02802,2022,Bhadrak,2.45,Soybean,No,80.21,Rainfed,Owned,Laterite,Local Trader,580087.26,23.22,17.64,0.537,0,733.79
F02803,2023,Bhadrak,13.64,Sugarcane,Yes,63.92,Rainfed,Owned,Alluvial,Local Trader,414150.46,35.82,4.8,0.657,0,836.67
F02804,2024,Bhadrak,17.32,Maize,No,65.92,Rainfed,Owned,Sandy Loam,APMC,421763.76,34.48,39.04,0.552,0,817.06
F02805,2022,Mayurbhanj,4.99,Millets,Yes,36.74,Rainfed,Owned,Red,Local Trader,140823.48,12.31,10.83,0.704,0,777.95
F02806,2022,Mayurbhanj,16.82,Soybean,No,78.12,Irrigated,Owned,Alluvial,APMC,418193.46,33.51,-14.66,0.441,1,384.51
F02807,2023,Puri,18.0,Maize,Yes,61.95,Irrigated,Owned,Sandy Loam,FPO,406734.17,23.95,-13.17,0.633,0,883.79
F02808,2022,Ganjam,10.33,Cotton,Yes,45.52,Rainfed,Owned,Red,Local Trader,139204.6,35.43,-23.54,0.645,0,794.19
F02809,2024,Puri,6.61,Wheat,Yes,95.5,Rainfed,Owned,Red,FPO,110172.59,6.56,0.57,0.637,0,925.73
F02810,2022,Cuttack,12.55,Wheat,No,65.85,Irrigated,Owned,Black,FPO,506341.37,39.87,-12.14,0.61,0,799.57
F02811,2022,Mayurbhanj,1.37,Soybean,No,72.19,Irrigated,Tenant,Red,Contract Buyer,406638.47,31.3,-1.8,0.456,0,710.39
F02812,2023,Bhadrak,0.83,Sugarcane,No,84.21,Rainfed,Owned,Alluvial,APMC,193045.68,6.7,-32.7,0.651,0,703.91
F02813,2022,Ganjam,4.71,Soybean,Yes,48.65,Rainfed,Tenant,Alluvial,FPO,540728.05,39.45,-14.51,0.736,0,776.53
F02814,2023,Balasore,13.89,Rice,Yes,58.22,Rainfed,Owned,Laterite,Local Trader,235709.06,33.88,8.68,0.619,0,874.81
F02815,2022,Puri,17.76,Maize,No,57.24,Irrigated,Tenant,Laterite,FPO,115710.31,32.09,4.6,0.609,0,772.11
F02816,2024,Mayurbhanj,13.28,Millets,Yes,39.2,Irrigated,Owned,Black,APMC,277768.77,35.68,-10.62,0.607,0,866.13
F02817,2024,Puri,0.43,Rice,Yes,71.79,Rainfed,Owned,Black,FPO,385016.25,15.77,2.54,0.452,0,821.92
F02818,2024,Bhadrak,5.31,Cotton,No,52.5,Irrigated,Owned,Laterite,APMC,187038.77,15.56,-11.67,0.516,0,705.22
F02819,2023,Mayurbhanj,16.86,Maize,Yes,33.2,Irrigated,Tenant,Clay Loam,APMC,236868.91,1.62,2.24,0.717,0,821.92
F02820,2023,Puri,0.72,Sugarcane,No,76.42,Irrigated,Owned,Sandy Loam,APMC,471665.86,12.4,13.76,0.517,0,679.83
F02821,2022,Bhadrak,0.54,Rice,Yes,29.25,Irrigated,Owned,Laterite,Contract Buyer,177093.16,7.14,14.92,0.595,0,703.77
F02822,2022,Ganjam,0.85,Sugarcane,Yes,63.59,Irrigated,Owned,Alluvial,Contract Buyer,551625.25,10.4,8.81,0.449,0,735.24
F02823,2022,Puri,11.61,Soybean,Yes,54.94,Rainfed,Owned,Clay Loam,Contract Buyer,412845.33,35.4,-10.78,0.628,0,851.95
F02824,2023,Cuttack,8.11,Wheat,Yes,41.93,Rainfed,Owned,Laterite,FPO,229359.11,22.73,5.53,0.603,1,397.86
F02825,2024,Bhadrak,8.22,Maize,Yes,77.31,Rainfed,Tenant,Sandy Loam,FPO,570904.72,18.54,20.76,0.617,0,893.93
F02826,2023,Mayurbhanj,3.35,Sugarcane,Yes,45.93,Rainfed,Owned,Clay Loam,Contract Buyer,535250.4,30.27,-20.29,0.678,0,722.94
F02827,2022,Bhadrak,1.34,Rice,No,75.98,Irrigated,Tenant,Alluvial,APMC,484279.91,8.93,-1.12,0.476,0,726.89
F02828,2024,Balasore,7.4,Rice,Yes,40.35,Rainfed,Owned,Red,APMC,533431.0,23.62,18.24,0.35,1,382.44
F02829,2024,Mayurbhanj,15.34,Soybean,No,76.62,Rainfed,Tenant,Alluvial,Local Trader,592502.47,21.09,6.37,0.655,0,823.93
F02830,2022,Puri,12.53,Sugarcane,Yes,59.48,Rainfed,Tenant,Sandy Loam,Contract Buyer,295438.54,36.93,2.58,0.553,0,826.87
F02831,2024,Cuttack,6.55,Millets,No,81.93,Rainfed,Owned,Clay Loam,Contract Buyer,355402.25,0.27,8.8,0.426,0,821.68
F02832,2022,Mayurbhanj,5.96,Wheat,Yes,59.25,Irrigated,Owned,Red,FPO,165477.67,22.92,-32.03,0.573,0,828.32
F02833,2024,Puri,6.48,Sugarcane,Yes,44.9,Irrigated,Owned,Black,Contract Buyer,388638.77,38.95,-0.42,0.602,0,754.25
F02834,2024,Bhadrak,0.42,Sugarcane,No,66.33,Irrigated,Owned,Clay Loam,Contract Buyer,206927.59,0.39,25.4,0.737,0,658.85
F02835,2022,Puri,1.66,Wheat,No,46.77,Rainfed,Owned,Clay Loam,APMC,119385.35,9.38,16.52,0.572,0,671.9
F02836,2022,Balasore,7.33,Sugarcane,Yes,80.13,Rainfed,Owned,Sandy Loam,Contract Buyer,217542.02,25.54,-36.4,0.603,0,824.71
F02837,2023,Bhadrak,15.43,Cotton,No,84.62,Rainfed,Owned,Black,Contract Buyer,404474.12,1.31,-22.49,0.488,0,803.49
F02838,2022,Mayurbhanj,14.79,Cotton,Yes,89.91,Irrigated,Tenant,Laterite,FPO,440021.38,25.52,19.03,0.363,0,907.22
F02839,2023,Puri,16.94,Millets,No,90.77,Irrigated,Owned,Sandy Loam,FPO,534434.83,22.43,-21.56,0.564,0,877.81
F02840,2022,Ganjam,16.05,Cotton,Yes,93.1,Rainfed,Tenant,Clay Loam,FPO,291016.33,35.08,-7.56,0.552,0,912.71
F02841,2024,Puri,11.76,Millets,Yes,65.52,Rainfed,Tenant,Laterite,APMC,413600.46,19.28,10.51,0.618,0,917.73
F02842,2022,Mayurbhanj,12.58,Sugarcane,Yes,84.61,Rainfed,Tenant,Red,Contract Buyer,543761.49,33.37,2.4,0.47,0,880.76
F02843,2022,Puri,13.23,Millets,No,60.33,Irrigated,Owned,Laterite,Contract Buyer,257955.17,6.47,-17.64,0.671,0,799.09
F02844,2022,Balasore,15.18,Soybean,No,96.32,Rainfed,Tenant,Clay Loam,Local Trader,336270.31,10.12,-13.74,0.627,0,853.27
F02845,2023,Puri,10.29,Maize,Yes,62.81,Irrigated,Owned,Laterite,APMC,474794.41,26.07,-17.9,0.555,0,862.87
F02846,2023,Puri,14.57,Soybean,Yes,71.81,Irrigated,Tenant,Laterite,FPO,276162.08,33.78,11.58,0.583,0,900.9
F02847,2022,Cuttack,15.76,Sugarcane,Yes,60.14,Irrigated,Owned,Alluvial,APMC,98890.33,40.4,25.57,0.593,0,820.26
F02848,2023,Cuttack,17.83,Maize,No,58.0,Irrigated,Owned,Clay Loam,FPO,254296.64,0.55,-38.35,0.716,0,793.31
F02849,2023,Bhadrak,1.05,Soybean,No,90.66,Rainfed,Owned,Sandy Loam,Local Trader,429835.34,35.83,16.99,0.328,0,744.99
F02850,2023,Puri,7.62,Wheat,Yes,62.13,Rainfed,Tenant,Alluvial,APMC,152931.64,23.25,-39.72,0.499,0,870.41
F02851,2023,Mayurbhanj,10.43,Wheat,No,62.9,Irrigated,Owned,Clay Loam,Contract Buyer,275042.1,8.06,-12.62,0.395,0,804.14
F02852,2023,Puri,15.38,Millets,Yes,75.49,Irrigated,Owned,Alluvial,Contract Buyer,459516.76,24.83,-0.07,0.366,0,933.99
F02853,2022,Balasore,14.31,Soybean,Yes,86.82,Rainfed,Owned,Black,Local Trader,446665.54,41.85,1.94,0.376,0,921.25
F02854,2022,Balasore,9.14,Rice,Yes,64.54,Irrigated,Owned,Black,APMC,464020.1,16.37,0.71,0.602,0,863.87
F02855,2023,Puri,15.48,Rice,No,78.25,Irrigated,Owned,Red,Contract Buyer,564493.22,36.4,7.02,0.504,0,837.57
F02856,2024,Bhadrak,2.54,Soybean,Yes,97.81,Rainfed,Owned,Red,Local Trader,239180.95,18.13,11.52,0.758,0,877.68
F02857,2022,Cuttack,17.33,Rice,No,58.38,Rainfed,Owned,Red,Contract Buyer,462592.69,41.16,2.06,0.578,0,782.18
F02858,2023,Cuttack,8.84,Sugarcane,No,50.22,Irrigated,Owned,Red,Local Trader,138608.61,11.55,-8.14,0.65,0,692.58
F02859,2023,Ganjam,10.91,Sugarcane,Yes,87.0,Irrigated,Owned,Laterite,Contract Buyer,333443.17,16.36,19.79,0.532,0,877.8
F02860,2023,Puri,2.09,Maize,No,59.92,Irrigated,Tenant,Clay Loam,FPO,227167.39,38.04,-15.63,0.569,0,695.61
F02861,2023,Cuttack,8.65,Rice,No,64.04,Irrigated,Owned,Alluvial,FPO,113941.77,32.44,21.91,0.513,0,781.55
F02862,2024,Balasore,16.01,Rice,Yes,96.18,Irrigated,Tenant,Laterite,Contract Buyer,396401.45,40.34,-15.92,0.543,0,973.7
F02863,2023,Mayurbhanj,8.23,Wheat,Yes,67.08,Rainfed,Owned,Alluvial,Local Trader,220617.13,27.72,-3.03,0.395,1,451.05
F02864,2024,Puri,13.47,Rice,No,59.13,Irrigated,Tenant,Black,Contract Buyer,349834.98,1.97,-16.54,0.54,0,801.16
F02865,2023,Balasore,6.07,Rice,No,77.34,Irrigated,Tenant,Black,Local Trader,158050.86,33.35,47.07,0.514,0,783.97
F02866,2024,Puri,7.66,Wheat,No,75.76,Rainfed,Owned,Black,APMC,334539.56,40.46,55.92,0.467,0,800.58
F02867,2022,Ganjam,0.57,Wheat,Yes,88.86,Irrigated,Owned,Red,Contract Buyer,435706.5,31.97,-3.86,0.558,0,842.23
F02868,2024,Bhadrak,10.91,Cotton,Yes,64.39,Rainfed,Owned,Laterite,APMC,290765.27,29.33,24.02,0.657,0,855.54
F02869,2024,Cuttack,4.7,Cotton,Yes,79.5,Rainfed,Owned,Sandy Loam,FPO,196655.45,28.24,25.44,0.573,0,833.11
F02870,2022,Puri,13.17,Millets,No,65.03,Irrigated,Owned,Clay Loam,APMC,121599.39,24.26,26.77,0.572,0,816.93
F02871,2023,Bhadrak,13.34,Rice,Yes,89.15,Rainfed,Owned,Red,FPO,346986.94,13.67,17.73,0.308,0,946.15
F02872,2022,Cuttack,8.61,Cotton,Yes,67.99,Irrigated,Owned,Black,APMC,373096.89,12.48,-3.77,0.551,0,817.31
F02873,2022,Balasore,13.51,Millets,No,66.7,Irrigated,Owned,Red,APMC,327435.89,39.35,-1.17,0.435,0,808.6
F02874,2022,Bhadrak,7.56,Millets,No,89.07,Irrigated,Owned,Red,Contract Buyer,290104.27,24.15,-5.28,0.623,0,825.72
F02875,2023,Cuttack,2.46,Cotton,No,50.81,Irrigated,Tenant,Clay Loam,FPO,117622.84,14.91,6.87,0.32,0,653.96
F02876,2024,Mayurbhanj,13.51,Soybean,Yes,50.45,Irrigated,Tenant,Alluvial,Contract Buyer,510886.34,40.43,-38.24,0.432,0,854.34
F02877,2024,Puri,6.45,Cotton,No,100,Rainfed,Owned,Laterite,Local Trader,147028.68,5.02,-0.44,0.64,0,803.17
F02878,2022,Ganjam,16.67,Rice,Yes,66.69,Rainfed,Owned,Black,Local Trader,548086.77,15.99,-10.89,0.334,0,900.68
F02879,2023,Puri,0.48,Rice,No,82.48,Irrigated,Owned,Alluvial,Contract Buyer,522948.46,29.03,-22.39,0.587,0,738.42
F02880,2022,Cuttack,14.25,Wheat,Yes,92.71,Irrigated,Owned,Red,Local Trader,225442.14,3.06,15.64,0.53,0,964.18
F02881,2023,Mayurbhanj,3.55,Rice,Yes,80.28,Rainfed,Owned,Sandy Loam,Contract Buyer,419158.87,10.43,7.55,0.609,0,860.46
F02882,2022,Mayurbhanj,12.84,Millets,Yes,65.58,Irrigated,Owned,Red,APMC,354359.78,31.62,-24.44,0.436,0,900.89
F02883,2024,Cuttack,12.94,Millets,Yes,79.96,Irrigated,Tenant,Laterite,Local Trader,475964.89,12.32,29.2,0.406,0,946.07
F02884,2022,Puri,17.28,Sugarcane,Yes,66.16,Rainfed,Owned,Red,FPO,280271.43,17.66,26.18,0.648,0,833.72
F02885,2022,Puri,1.49,Millets,Yes,64.76,Irrigated,Owned,Black,Contract Buyer,338297.7,26.78,-21.28,0.391,0,809.26
F02886,2023,Mayurbhanj,9.92,Maize,Yes,62.77,Irrigated,Owned,Sandy Loam,Contract Buyer,545024.51,0.63,17.16,0.75,0,863.25
F02887,2024,Bhadrak,16.69,Rice,Yes,75.71,Rainfed,Owned,Clay Loam,APMC,478439.51,7.52,-22.78,0.553,0,930.47
F02888,2022,Balasore,17.34,Sugarcane,Yes,74.79,Rainfed,Tenant,Alluvial,Contract Buyer,461644.27,40.23,-11.08,0.603,0,850.8
F02889,2024,Bhadrak,8.28,Cotton,Yes,63.68,Rainfed,Tenant,Clay Loam,Contract Buyer,142155.01,14.44,17.14,0.424,0,827.5
F02890,2023,Mayurbhanj,13.23,Wheat,Yes,49.34,Irrigated,Tenant,Red,APMC,249511.31,31.21,-1.6,0.38,0,866.86
F02891,2023,Ganjam,16.68,Soybean,Yes,59.6,Irrigated,Tenant,Black,Local Trader,317907.07,12.11,21.4,0.637,0,874.62
F02892,2023,Mayurbhanj,12.77,Rice,Yes,100,Irrigated,Owned,Black,Local Trader,633908.83,23.37,-3.36,0.597,0,977.3
F02893,2024,Puri,3.37,Sugarcane,Yes,91.55,Irrigated,Owned,Black,Local Trader,312117.83,39.2,-19.99,0.515,0,844.64
F02894,2022,Puri,4.6,Rice,Yes,57.99,Rainfed,Owned,Sandy Loam,FPO,272723.65,32.26,2.69,0.71,0,803.16
F02895,2024,Puri,9.7,Wheat,Yes,39.03,Irrigated,Owned,Sandy Loam,Local Trader,615337.51,31.66,-9.37,0.243,0,832.61
F02896,2022,Balasore,1.01,Wheat,Yes,80.61,Irrigated,Owned,Alluvial,APMC,644863.64,5.69,40.61,0.664,0,831.02
F02897,2024,Mayurbhanj,6.27,Cotton,Yes,42.69,Irrigated,Owned,Laterite,FPO,649605.35,37.57,-5.23,0.529,0,763.42
